id,smoking
159256,0.74942
159257,0.27914575
159258,0.7526465
159259,0.0253143
159260,0.89944017
159261,0.964218
159262,0.69941133
159263,0.033796854
159264,0.2863829
159265,0.17483748
159266,0.7381648
159267,0.3699819
159268,0.031911604
159269,0.3023666
159270,0.066605926
159271,0.87649137
159272,0.76862395
159273,0.8962429
159274,0.03799909
159275,0.6011586
159276,0.7653268
159277,0.9495681
159278,0.7935223
159279,0.77974826
159280,0.041461032
159281,0.96531004
159282,0.90744877
159283,0.93913907
159284,0.85052896
159285,0.025078308
159286,0.87900174
159287,0.07301125
159288,0.40201113
159289,0.858427
159290,0.42312744
159291,0.7817133
159292,0.21666351
159293,0.16158767
159294,0.46223402
159295,0.8399465
159296,0.93689215
159297,0.036504935
159298,0.6842292
159299,0.042647958
159300,0.086882174
159301,0.06214082
159302,0.521018
159303,0.5090187
159304,0.5965609
159305,0.88025874
159306,0.75382984
159307,0.07262116
159308,0.7498856
159309,0.19320507
159310,0.63709867
159311,0.77754456
159312,0.46762767
159313,0.39554486
159314,0.8173799
159315,0.85752255
159316,0.045744643
159317,0.8563725
159318,0.67147505
159319,0.8796601
159320,0.9414343
159321,0.22627121
159322,0.80037814
159323,0.8368425
159324,0.6551332
159325,0.5554889
159326,0.81827754
159327,0.8384823
159328,0.6312023
159329,0.7761374
159330,0.037248824
159331,0.7011782
159332,0.022220569
159333,0.04471624
159334,0.39494485
159335,0.1291596
159336,0.8347912
159337,0.92098683
159338,0.7022482
159339,0.9716698
159340,0.87012726
159341,0.83634406
159342,0.86409414
159343,0.741666
159344,0.52153033
159345,0.22255498
159346,0.8188202
159347,0.75495654
159348,0.8534323
159349,0.04974975
159350,0.055127557
159351,0.9181207
159352,0.54049885
159353,0.7631422
159354,0.07554845
159355,0.89841974
159356,0.8593238
159357,0.93604285
159358,0.40400344
159359,0.7390086
159360,0.060911704
159361,0.83011264
159362,0.09028356
159363,0.8717873
159364,0.8357894
159365,0.9180493
159366,0.008526765
159367,0.71556914
159368,0.68631655
159369,0.81017715
159370,0.7767976
159371,0.50635093
159372,0.3337868
159373,0.86077565
159374,0.79881674
159375,0.9230099
159376,0.8848474
159377,0.020947238
159378,0.92002344
159379,0.7701818
159380,0.09348734
159381,0.15625976
159382,0.7904922
159383,0.16353492
159384,0.88647705
159385,0.12562379
159386,0.7026626
159387,0.9326265
159388,0.8851282
159389,0.022296978
159390,0.65693
159391,0.6833522
159392,0.894709
159393,0.07945542
159394,0.38081017
159395,0.93600136
159396,0.8638231
159397,0.8607421
159398,0.97081
159399,0.876535
159400,0.85335374
159401,0.89557236
159402,0.059758116
159403,0.24635391
159404,0.9139465
159405,0.08387637
159406,0.13116075
159407,0.026035529
159408,0.0049214037
159409,0.85816425
159410,0.8180962
159411,0.9187063
159412,0.8920908
159413,0.8893716
159414,0.3079226
159415,0.410673
159416,0.6930906
159417,0.79472774
159418,0.7732531
159419,0.08648863
159420,0.8720502
159421,0.76228845
159422,0.19182853
159423,0.08953597
159424,0.02253567
159425,0.8740336
159426,0.07879369
159427,0.022147492
159428,0.08302003
159429,0.46303517
159430,0.07378398
159431,0.9271522
159432,0.058764186
159433,0.12786248
159434,0.74703157
159435,0.7454521
159436,0.92552847
159437,0.15235302
159438,0.869031
159439,0.63783073
159440,0.065242745
159441,0.83636725
159442,0.39945248
159443,0.048682235
159444,0.7600973
159445,0.7217201
159446,0.886562
159447,0.93119293
159448,0.74871653
159449,0.7631988
159450,0.02660908
159451,0.8614913
159452,0.66704667
159453,0.016184138
159454,0.9257593
159455,0.8463394
159456,0.05874782
159457,0.70845914
159458,0.816768
159459,0.8086891
159460,0.24114947
159461,0.9105298
159462,0.11534472
159463,0.0622919
159464,0.6300165
159465,0.31415358
159466,0.11587794
159467,0.92670757
159468,0.8476235
159469,0.8821595
159470,0.8374562
159471,0.8980641
159472,0.8427156
159473,0.19264878
159474,0.60935205
159475,0.82787704
159476,0.02666212
159477,0.1955368
159478,0.7929752
159479,0.44340402
159480,0.46615282
159481,0.42328253
159482,0.864178
159483,0.17022982
159484,0.14588505
159485,0.9109482
159486,0.31159756
159487,0.22707647
159488,0.6729822
159489,0.24070764
159490,0.84576505
159491,0.8209802
159492,0.5353683
159493,0.83871704
159494,0.032720514
159495,0.025590386
159496,0.6946972
159497,0.7167214
159498,0.3722794
159499,0.7950141
159500,0.25202638
159501,0.9173115
159502,0.87139034
159503,0.10388498
159504,0.78234863
159505,0.061697282
159506,0.9297677
159507,0.939698
159508,0.9262195
159509,0.90615994
159510,0.085464045
159511,0.07267805
159512,0.19097586
159513,0.41258803
159514,0.16260676
159515,0.8587322
159516,0.6833208
159517,0.018891593
159518,0.09337093
159519,0.3117892
159520,0.45399842
159521,0.9782602
159522,0.8910276
159523,0.03488308
159524,0.94684905
159525,0.05331413
159526,0.17767881
159527,0.036689237
159528,0.37515604
159529,0.95525837
159530,0.7397263
159531,0.30919185
159532,0.92904454
159533,0.94003654
159534,0.6550967
159535,0.5692048
159536,0.10984968
159537,0.7547508
159538,0.862018
159539,0.8755857
159540,0.08661505
159541,0.34212595
159542,0.79756594
159543,0.016448986
159544,0.7433491
159545,0.7970733
159546,0.82386374
159547,0.8089166
159548,0.85409975
159549,0.11547929
159550,0.017121622
159551,0.79964226
159552,0.8366908
