id,smoking
159256,0.7771490453176424
159257,0.25502211832827876
159258,0.8250153387852719
159259,0.09006792945584699
159260,0.8407114101576004
159261,0.8941061897625585
159262,0.7264369083285713
159263,0.1251788684452977
159264,0.25021103961583546
159265,0.09760991861218042
159266,0.724740263145293
159267,0.30373594681627475
159268,0.05135610762444294
159269,0.31622776153395127
159270,0.06673777092094538
159271,0.8194474894833749
159272,0.8088934647473764
159273,0.8312127411303468
159274,0.06282784783393254
159275,0.41467982272106607
159276,0.70740301288645
159277,0.8927854219338696
159278,0.8064442485883436
159279,0.8856232669700462
159280,0.06119522491007871
159281,0.8973565207453061
159282,0.8760178232210677
159283,0.8713558584528068
159284,0.8544422877974326
159285,0.0475881415700762
159286,0.8646292918357218
159287,0.0972366085141312
159288,0.2938174302820328
159289,0.8190107562324106
159290,0.5132434863681659
159291,0.8124208122519548
159292,0.17808461798958683
159293,0.09859987454569334
159294,0.5859248964961978
159295,0.7982750199191706
159296,0.8573573208423881
159297,0.054631162486436624
159298,0.5817079767895237
159299,0.06678492653100492
159300,0.08650463950006525
159301,0.08877718726228298
159302,0.23208956928784297
159303,0.31903411272223164
159304,0.5977118339856187
159305,0.8561334619513405
159306,0.8297655882999346
159307,0.14441909607311765
159308,0.7916525243978216
159309,0.27192146303435655
159310,0.5649404483712751
159311,0.7649992637029791
159312,0.5058733583684983
159313,0.4630178667259116
159314,0.8346725414651927
159315,0.8225991237388063
159316,0.062409423323505166
159317,0.8041217936394017
159318,0.7474508514739653
159319,0.8167804981873173
159320,0.8812769414265192
159321,0.3682144870006955
159322,0.8437948621772601
159323,0.7828309431142165
159324,0.6257666262168939
159325,0.6497830712136956
159326,0.7700846400894115
159327,0.8409391753967348
159328,0.7212466923821168
159329,0.7183751202328408
159330,0.06857580604173412
159331,0.7918594515270152
159332,0.06595292647914669
159333,0.06435365264777897
159334,0.2673448025368683
159335,0.14207784585392277
159336,0.8065755474778168
159337,0.8044948076597798
159338,0.7185678854787975
159339,0.9019691529080318
159340,0.8463679637765403
159341,0.8840541031759246
159342,0.8467541475587865
159343,0.8045451241853961
159344,0.6304989622144852
159345,0.06701060078143525
159346,0.8117398770590237
159347,0.7797414941060796
159348,0.8705094653215346
159349,0.1007969573686466
159350,0.07724385989509142
159351,0.8816927916123831
159352,0.448760178625808
159353,0.7709531599447721
159354,0.0963664982675978
159355,0.7745547265916239
159356,0.859376440791091
159357,0.8715076914135164
159358,0.41603958061915136
159359,0.7650845664895248
159360,0.07573945174933068
159361,0.869565499276148
159362,0.06986015677253438
159363,0.8497368381058589
159364,0.8649865298206607
159365,0.858234775777514
159366,0.04492681824986258
159367,0.7541748649123386
159368,0.7436380277565723
159369,0.8480023281170228
159370,0.7228012136121182
159371,0.5878465261814235
159372,0.22841869069327017
159373,0.8395431371966168
159374,0.6689734995900574
159375,0.9024533378580243
159376,0.8523225453033306
159377,0.05322254185349324
159378,0.8564746994581606
159379,0.6691608121958016
159380,0.054254460821716616
159381,0.21153864836132422
159382,0.7697396183942441
159383,0.07433336078501605
159384,0.827486269639879
159385,0.09074369457267828
159386,0.7709990839901362
159387,0.8925084021674828
159388,0.8301353833459257
159389,0.05293597803320636
159390,0.7370114638661589
159391,0.5686258461807056
159392,0.8340810427505391
159393,0.08406259035967546
159394,0.2955122478765229
159395,0.8641070920515881
159396,0.8866132019634132
159397,0.8667853689955193
159398,0.9066292002545481
159399,0.8203030408771131
159400,0.8292761837108334
159401,0.8610800619750819
159402,0.1443302862741514
159403,0.15157706764118845
159404,0.8786135807688225
159405,0.054436455817177896
159406,0.14793967365982005
159407,0.08956239374569215
159408,0.045440088173321444
159409,0.8873033586379783
159410,0.8011327998664298
159411,0.8703634058448334
159412,0.8709876987917067
159413,0.8439741990625027
159414,0.25528009924698175
159415,0.46205390112060046
159416,0.7612795458366777
159417,0.7451715989787914
159418,0.7844618292257433
159419,0.08047621197221685
159420,0.8322729165587355
159421,0.7632342094673136
159422,0.08163934483947108
159423,0.06233948230472639
159424,0.10380439670168463
159425,0.8591380565724948
159426,0.13267624898044067
159427,0.05971993404474765
159428,0.04897512586525179
159429,0.39070983391357783
159430,0.07626762138096943
159431,0.8625671882279309
159432,0.0768623354878809
159433,0.10480210816849844
159434,0.6342766980300915
159435,0.5479696868400052
159436,0.8871991759592684
159437,0.14578004722826526
159438,0.8882013705362796
159439,0.3262091573584303
159440,0.06987963183616977
159441,0.8962573820767838
159442,0.2859160112149275
159443,0.12944687924677684
159444,0.3273009335743052
159445,0.7519866847459634
159446,0.8285168979023438
159447,0.8319746735515609
159448,0.8391741269623842
159449,0.7879672451701998
159450,0.060132653979675696
159451,0.8620946954919665
159452,0.6962729540992613
159453,0.052995554624912754
159454,0.8486795875288893
159455,0.798292222309542
159456,0.05382246308556022
159457,0.8071664447027205
159458,0.8195404384181797
159459,0.8251590722746146
159460,0.17079027002222358
159461,0.8698500705836912
159462,0.09348018509520899
159463,0.13198847885022685
159464,0.32989529012041674
159465,0.4212243761843999
159466,0.12572888892278036
159467,0.896365559945678
159468,0.8940325167666722
159469,0.8397665272138964
159470,0.8563206343865519
159471,0.8817263024978033
159472,0.7970452360802347
159473,0.14846409892140178
159474,0.5765736153263459
159475,0.7442120891959402
159476,0.06561772594894653
159477,0.18822815388787817
159478,0.7938003710966504
159479,0.29524207385273543
159480,0.4366213751706693
159481,0.2203999336274071
159482,0.802427007589859
159483,0.1532974861400922
159484,0.16082510321795976
159485,0.674410805432175
159486,0.23207237746224463
159487,0.18303507254451712
159488,0.7768389642859785
159489,0.2755916744314348
159490,0.7679775751397611
159491,0.8935642383374657
159492,0.6176849106169962
159493,0.8007323794564968
159494,0.07572373884617033
159495,0.04826737688965769
159496,0.8104156078983727
159497,0.6541446977414682
159498,0.41229719952350075
159499,0.8433873211211212
159500,0.21444598832509748
159501,0.853302802774916
159502,0.8375539034164782
159503,0.1261478632476156
159504,0.793185133974264
159505,0.08140884198603858
159506,0.8638272856737732
159507,0.8797742277451185
159508,0.8604466929937323
159509,0.8948731718944231
159510,0.07013382396633995
159511,0.058566389383315896
159512,0.1600796231329371
159513,0.456411352175339
159514,0.1427256102203374
159515,0.8538906563514773
159516,0.764352784646371
159517,0.048535801033814725
159518,0.07526878272729495
159519,0.43767498325146587
159520,0.48955699019558085
159521,0.8985295389179093
159522,0.8700836566011533
159523,0.04962816541607582
159524,0.8588369276002601
159525,0.08020231613996923
159526,0.13141437564008107
159527,0.06817280733751228
159528,0.4220216990447691
159529,0.8860679033117486
159530,0.7976964167040798
159531,0.45475067236194944
159532,0.9099810777996431
159533,0.8829892530220342
159534,0.7172204173661014
159535,0.39094406916993585
159536,0.09668685924687824
159537,0.6665218049459786
159538,0.8364466613250788
159539,0.8643491548641157
159540,0.059243062532190395
159541,0.3084620868615901
159542,0.6914012831695244
159543,0.049948543269799875
159544,0.8319119190692883
159545,0.7610482628236148
159546,0.83596679814009
159547,0.7561810800193007
159548,0.8608391097445626
159549,0.10170785915250284
159550,0.042588920394722896
159551,0.8175447891721306
159552,0.8494996504301452
159553,0.45350432983227196
159554,0.08567447929991749
159555,0.9196250730734239
159556,0.8713934066396406
159557,0.858865939018447
159558,0.31691786147959405
159559,0.8133346251716287
159560,0.09214643183734528
159561,0.8855542591544321
159562,0.9184350261478129
159563,0.480774566130058
159564,0.05240824146529127
159565,0.08339168204307443
159566,0.18921926023043525
159567,0.8891360711959777
159568,0.8697102312480038
159569,0.05754103413165376
159570,0.8330719761075774
159571,0.3044234152009721
159572,0.7747224845212825
159573,0.07557235841513643
159574,0.8906229181598998
159575,0.062196729534248804
159576,0.22732323449442748
159577,0.82347389196714
159578,0.6728030859386666
159579,0.12661617053506974
159580,0.8074458598544568
159581,0.19146584417498627
159582,0.7889897636623927
159583,0.8598552020013008
159584,0.6101272668368884
159585,0.7946631774448588
159586,0.3777617429675555
159587,0.8861462043217199
159588,0.873864338213432
159589,0.8096381523543783
159590,0.8559924961925165
159591,0.8630270255531685
159592,0.12731722603084658
159593,0.7414573229224307
159594,0.08925466109908825
159595,0.8617517582504844
159596,0.8861745752076602
159597,0.6897326814441384
159598,0.05513325260263681
159599,0.09813455374613424
159600,0.053289879674243035
159601,0.7817950234159615
159602,0.2543837997476495
159603,0.8370073548005107
159604,0.24832677393407507
159605,0.6668465817232702
159606,0.10724778157923796
159607,0.07813700995655698
159608,0.8575845148750895
159609,0.6097308947868597
159610,0.07297938743569582
159611,0.07338175701011475
159612,0.8232563546850108
159613,0.8685236965274254
159614,0.04957951040884895
159615,0.08194286030393079
159616,0.13436475241301604
159617,0.11979531298830677
159618,0.8734808707173439
159619,0.11650805998829598
159620,0.8024112552049022
159621,0.8800541043748984
159622,0.867465880573981
159623,0.8065162871408489
159624,0.06638160572028202
159625,0.05969246387185635
159626,0.08317603304112187
159627,0.7362144467334899
159628,0.7095104847018139
159629,0.832835449069795
159630,0.40715788713343765
159631,0.2596743887588983
159632,0.14529529655627163
159633,0.15967686344469398
159634,0.8425627572444764
159635,0.06401848757723119
159636,0.06947773560213157
159637,0.36404207216837164
159638,0.8354298196749668
159639,0.6703262521325144
159640,0.06242522352130877
159641,0.21293935464924935
159642,0.0821962858814289
159643,0.4234272901037118
159644,0.628636937394949
159645,0.6421718924656287
159646,0.05203489572925356
159647,0.8237740511120594
159648,0.5435035143232224
159649,0.31275514930641524
159650,0.9079450382468852
159651,0.8883078005596088
159652,0.7485422194457808
159653,0.36196783048504233
159654,0.35318975031282857
159655,0.834050500642355
159656,0.14219437347941144
159657,0.7697506864401746
159658,0.0718956137681662
159659,0.03993355024672453
159660,0.2764420035787142
159661,0.7769977628396418
159662,0.5324339245774335
159663,0.8634717380434792
159664,0.08267723842480611
159665,0.5737916388480621
159666,0.8317468922910827
159667,0.13522780171982599
159668,0.8842985724198948
159669,0.566113980060365
159670,0.0895199391377158
159671,0.8243538485516021
